title,price_from,wasPrice,location,sleeps,bedrooms,pets,customer_ratings,hot_tub,provider,date_scraped,url
Ground Floor Apartment,1206,was £1675,"Cheltenham, Gloucestershire",6,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Gloucestershire-The-Park/Ground-Floor-Apartment-1087406.html?_hsearch=220406624df797c2638&_price=1206&_display=1#duration=7&start=2022-08-19&changeover=5
Beckford Cottage,1517,,"Hindon, Wiltshire",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Hindon/Beckford-Cottage-988883.html?_hsearch=220406624df797c5e8b&_price=1517&_display=1#duration=7&start=2022-08-22&changeover=1
"The Annex, Rose Cottage",1100,was £1573,"Filey, North York Moors & Coast",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Filey/The-Annex-Rose-Cottage-1078237.html?_hsearch=220406624df797c9d23&_price=1100&_display=1#duration=7&start=2022-08-19&changeover=5
Hunter Cottage,469,was £587,"Haltwhistle near Hadrian's Wall, Northumberland",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Haltwhistle/Hunter-Cottage-10490.html?_hsearch=220406624df797cce55&_price=469&_display=1#duration=7&start=2022-08-19&changeover=5
Crag View,953,was £1311,"Cartmel, Cumbria & The Lake District",6,3,Yes,4.5,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Chapel-Ho/Crag-View-1041140.html?_hsearch=220406624df797d0cf5&_price=953&_display=1#duration=7&start=2022-08-19&changeover=5
Lower Well Barn,931,was £1280,"Menheniot near Looe, Cornwall",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Doddycross/Lower-Well-Barn-914268.html?_hsearch=220406624df798dd068&_price=931&_display=1#duration=7&start=2022-08-20&changeover=6
Coasties,933,was £1283,"Penzance, Cornwall",6,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Penhole/Coasties-970382.html?_hsearch=220406624df798e2a40&_price=933&_display=1#duration=7&start=2022-08-20&changeover=6
Clifford House Farm,1540,was £2142,"Buckden near Kettlewell, Yorkshire Dales - South",12,5,Yes,4.7,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Buckden/Clifford-House-Farm-922.html?_hsearch=220406624df798e9efe&_price=1540&_display=1#duration=7&start=2022-08-20&changeover=6
Pansy Plot,959,was £1141,"Akeld near Wooler, Northumberland",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Northumbria-Northumberland-Akeld/Pansy-Plot-1070440.html?_hsearch=220406624df798f02bc&_price=959&_display=1#duration=7&start=2022-08-19&changeover=5
The Lookout -The House With A View,1236,was £1717,"Weymouth, Dorset",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Ferry-Br/The-Lookout-The-House-With-A-View-1006910.html?_hsearch=220406624df799037c1&_price=1236&_display=1#duration=7&start=2022-08-19&changeover=5
The Carriage House,861,was £1262,"Cromford, Peak District & Derbyshire Dales",7,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-Peak-District-Derbyshire-Dales-Cromford/The-Carriage-House-953526.html?_hsearch=220406624df79907f9e&_price=861&_display=1#duration=7&start=2022-08-19&changeover=5
The Stables,1194,was £1658,"Lower Mill Estate, Gloucestershire",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Gloucestershire-Neigh-Bridge-Country-Park/The-Stables-1051248.html?_hsearch=220406624df7990cbf6&_price=1194&_display=1#duration=7&start=2022-08-20&changeover=6
"The Stables, Burton Bradstock",2106,was £2921,"Burton Bradstock, Dorset",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Burton-Bradstock/The-Stables-Burton-Bradstock-1069215.html?_hsearch=220406624df799131f0&_price=2106&_display=1#duration=7&start=2022-08-19&changeover=5
10 West Cottages,619,was £857,"Greenfield, Peak District & Derbyshire Dales",4,2,Yes,3.9,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-North-Wales-Snowdonia-Roaches/10-West-Cottages-1068537.html?_hsearch=220406624df79917270&_price=619&_display=1#duration=7&start=2022-08-19&changeover=5
Lady Pond Retreat,1812,was £3240,"Bradley Near Ashbourne, Peak District & Derbyshire Dales",9,3,No,,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-Peak-District-Derbyshire-Dales-Bradley/Lady-Pond-Retreat-1051369.html?_hsearch=220406624df7991be1a&_price=1812&_display=1#duration=7&start=2022-08-19&changeover=5
Palms Retreat,1080,was £1488,"Four Lanes, Cornwall",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Four-Lanes/Palms-Retreat-1053143.html?_hsearch=220406624df799211ee&_price=1080&_display=1#duration=7&start=2022-08-20&changeover=6
5 Carlyon Road,922,was £1138,"Playing Place near Truro, Cornwall",4,2,Yes,4.5,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Playing-Place/5-Carlyon-Road-1939.html?_hsearch=220406624df79924b74&_price=922&_display=1#duration=7&start=2022-08-20&changeover=6
Walnut Cottage,1398,was £1944,"Newton Abbot, Devon",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Twelve-Oaks-Fm/Walnut-Cottage-998927.html?_hsearch=220406624df799291f5&_price=1398&_display=1#duration=7&start=2022-08-19&changeover=5
Providence Apartment,453,was £629,"Epworth, Lincolnshire",4,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lincolnshire-Ellers-Cottage/Providence-Apartment-974788.html?_hsearch=220406624df7992d6b6&_price=453&_display=1#duration=7&start=2022-08-20&changeover=6
Skiber Goth,765,was £1047,"Menheniot near Liskeard, Cornwall",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall/Skiber-Goth-5240.html?_hsearch=220406624df79931e48&_price=765&_display=1#duration=7&start=2022-08-19&changeover=5
20 Curlew Corner,830,was £1138,"Appleby-In-Westmorland, Cumbria & The Lake District",6,2,Yes,4.1,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Great-Ormside/20-Curlew-Corner-1079721.html?_hsearch=220406624df79935233&_price=830&_display=1#duration=7&start=2022-08-19&changeover=5
Swaledale Watch Garden Annexe,775,was £1061,"Caldbeck, Cumbria & The Lake District",5,2,Yes,4.9,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Ayrshire-and-Dumfries-Galloway-Whelpo/Swaledale-Watch-Garden-Annexe-1082545.html?_hsearch=220406624df79938b96&_price=775&_display=1#duration=7&start=2022-08-19&changeover=5
Pinehaven Lodge,926,was £1264,"Grasmere 6, White Cross Bay near Windermere, Cumbria & The Lake District",6,3,Yes,4.3,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Windermere/Pinehaven-Lodge-1068943.html?_hsearch=220406624df7993c6fb&_price=926&_display=1#duration=7&start=2022-08-19&changeover=5
The Byre,840,was £1152,"Cockermouth, Cumbria & The Lake District",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Ayrshire-and-Dumfries-Galloway-Brandlingill/The-Byre-972482.html?_hsearch=220406624df799421f3&_price=840&_display=1#duration=7&start=2022-08-20&changeover=6
Sandholme,858,was £1178,"Middlesmoor near Pateley Bridge, Yorkshire Dales - South",8,4,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Yorkshire-Dales-South-Ruscoe/Sandholme-1045594.html?_hsearch=220406624df79945338&_price=858&_display=1#duration=7&start=2022-08-19&changeover=5
The Campbell Cottage,1139,was £1409,"Hinton, Gloucestershire",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-DorsetSomerset-Hinton/The-Campbell-Cottage-24486.html?_hsearch=220406624df79a605fd&_price=1139&_display=1#duration=7&start=2022-08-19&changeover=5
Flat 3,409,was £567,"Bridlington, North York Moors & Coast",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Hilderthorpe/Flat-3-942062.html?_hsearch=220406624df79a674ed&_price=409&_display=1#duration=7&start=2022-08-19&changeover=5
The Barn Ivy Cottage,799,was £984,"Kexby near York, Vale of York & Yorkshire Wolds",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Hall-Garth/The-Barn-Ivy-Cottage-922322.html?_hsearch=220406624df79a6f701&_price=799&_display=1#duration=7&start=2022-08-20&changeover=6
3 Bay Retreat Villas,2105,was £2614,"St Merryn near Padstow, Cornwall",6,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Newquay/3-Bay-Retreat-Villas-927394.html?_hsearch=220406624df79a7600f&_price=2105&_display=1#duration=7&start=2022-08-19&changeover=5
Gull's View,1236,was £1623,"Looe, Cornwall",5,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Looe/Gulls-View-1038123.html?_hsearch=220406624df79a80dca&_price=1236&_display=1#duration=7&start=2022-08-20&changeover=6
Bridge View,2373,was £3295,"Brewers Quay Harbour, Dorset",8,5,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Rodwell/Bridge-View-994035.html?_hsearch=220406624df79a89056&_price=2373&_display=1#duration=7&start=2022-08-19&changeover=5
17 King Street,1260,was £1937,"Barnard Castle, Yorkshire Dales - North",8,4,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Yorkshire-Dales-North-Barnard-Castle/17-King-Street-1062818.html?_hsearch=220406624df79a8dd6e&_price=1260&_display=1#duration=7&start=2022-08-20&changeover=6
Feathers Cottage,631,was £696,"Haworth, Yorkshire Dales - South",4,2,Yes,4.8,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Yorkshire-Dales-South-Haworth/Feathers-Cottage-1077905.html?_hsearch=220406624df79a92a62&_price=631&_display=1#duration=7&start=2022-08-19&changeover=5
9 Library Court,1032,was £1481,"Kingsbridge, Devon",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Kingsbridge-Estuary/9-Library-Court-1073151.html?_hsearch=220406624df79a97614&_price=1032&_display=1#duration=7&start=2022-08-19&changeover=5
Groves Fishleigh,1181,was £1640,"Hatherleigh, Devon",5,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Fishleigh/Groves-Fishleigh-31052.html?_hsearch=220406624df79a9c71c&_price=1181&_display=1#duration=7&start=2022-08-20&changeover=6
Parlour Cottage,1546,was £2151,"Marazion, Cornwall",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Chenhalls/Parlour-Cottage-958847.html?_hsearch=220406624df79a9face&_price=1546&_display=1#duration=7&start=2022-08-19&changeover=5
Shrimpers Lodge,800,was £1022,"South Lakeland Leisure Village near Carnforth, Cumbria & The Lake District",5,3,No,4.5,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Carnforth/Shrimpers-Lodge-1034536.html?_hsearch=220406624df79aa313d&_price=800&_display=1#duration=7&start=2022-08-19&changeover=5
1 The Old Methodist Chapel,1104,was £1522,"Rosedale Abbey, North York Moors & Coast",8,4,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Malton/1-The-Old-Methodist-Chapel-8233.html?_hsearch=220406624df79aa70f6&_price=1104&_display=1#duration=7&start=2022-08-19&changeover=5
Tindle House,2133,was £2959,"Axminster, Devon",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Axminster/Tindle-House-1034127.html?_hsearch=220406624df79aaaa43&_price=2133&_display=1#duration=7&start=2022-08-20&changeover=6
Cotswold Club Apartment (Sleeps 4 in 2 Bedrooms),3269,was £5559,"Chipping Norton, Oxfordshire",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Oxfordshire-Southcoombe/Cotswold-Club-Apartment-Sleeps-4-in-2-Bedrooms-1037191.html?_hsearch=220406624df79abb731&_price=3269&_display=1#duration=7&start=2022-08-19&changeover=5
George Centre Apartment 1,488,was £678,"Matlock, Peak District & Derbyshire Dales",4,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-Peak-District-Derbyshire-Dales-Gullivers-Kingdom/George-Centre-Apartment-1-1047255.html?_hsearch=220406624df79abea07&_price=488&_display=1#duration=7&start=2022-08-19&changeover=5
Curlew,699,,"Haydon Bridge near Haltwhistle, Northumberland",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Chesterwood/Curlew-12159.html?_hsearch=220406624df79ac2d74&_price=699&_display=1#duration=7&start=2022-08-20&changeover=6
Dart Lodge,1001,was £1378,"Callington, Cornwall",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Honicombe/Dart-Lodge-1068004.html?_hsearch=220406624df79acda2b&_price=1001&_display=1#duration=7&start=2022-08-20&changeover=6
"50 Trevithick Court, Tolroy Manor",1474,was £1641,"St. Erth Praze near Hayle, Cornwall",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Tolroy/50-Trevithick-Court-Tolroy-Manor-1046922.html?_hsearch=220406624df79ad1d3d&_price=1474&_display=1#duration=7&start=2022-08-20&changeover=6
Hollyhock,959,was £1141,"Akeld near Wooler, Northumberland",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Northumbria-Northumberland-Akeld/Hollyhock-1070428.html?_hsearch=220406624df79ad5e59&_price=959&_display=1#duration=7&start=2022-08-19&changeover=5
Buckholt Stables,5311,was £7406,"West Tytherley, Hampshire",18,9,Yes,4.8,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Buckholt-Fm/Buckholt-Stables-1010070.html?_hsearch=220406624df79c2d6e9&_price=5311&_display=1#duration=7&start=2022-08-19&changeover=5
Rose,682,was £945,"Hunmanby, North York Moors & Coast",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Hunmanby/Rose-1025316.html?_hsearch=220406624df79c311d2&_price=682&_display=1#duration=7&start=2022-08-20&changeover=6
3 Lonsdale Terrace,688,was £954,"Millom, Cumbria, Cumbria & The Lake District",4,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Millom/3-Lonsdale-Terrace-1079499.html?_hsearch=220406624df79c33fe4&_price=688&_display=1#duration=7&start=2022-08-19&changeover=5
The Grey Elegance,2600,was £3612,"Dover, Kent",12,6,No,,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Kent-Tower-Hamlets/The-Grey-Elegance-1090353.html?_hsearch=220406624df79c38c50&_price=2600&_display=1#duration=7&start=2022-08-19&changeover=5
Pea Top Cottage,531,was £738,"Culgaith near Penrith, Cumbria & The Lake District",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Culgaith/Pea-Top-Cottage-940896.html?_hsearch=220406624df79c3d0a2&_price=531&_display=1#duration=7&start=2022-08-19&changeover=5
Clover Cottage,1368,was £1902,"Kirkby Stephen, Cumbria & The Lake District",8,4,Yes,4.4,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Mallerstang-Edge/Clover-Cottage-1068636.html?_hsearch=220406624df79c47f67&_price=1368&_display=1#duration=7&start=2022-08-19&changeover=5
Dorrington Court,1021,was £1330,"Dorrington, Shropshire",7,4,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-Wales-Snowdonia-Dorrington/Dorrington-Court-17984.html?_hsearch=220406624df79c4dd92&_price=1021&_display=1#duration=7&start=2022-08-20&changeover=6
Foxglove Covet,959,was £1054,"Akeld near Wooler, Northumberland",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Northumbria-Northumberland-Akeld/Foxglove-Covet-986494.html?_hsearch=220406624df79c5315c&_price=959&_display=1#duration=7&start=2022-08-20&changeover=6
Foreman's House,2529,was £3144,"Bridlington, North York Moors & Coast",10,5,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Rudston/Foremans-House-947040.html?_hsearch=220406624df79c74a52&_price=2529&_display=1#duration=7&start=2022-08-19&changeover=5
Monterey Mews,1585,was £2191,"Torquay, Devon",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Torquay/Monterey-Mews-1044984.html?_hsearch=220406624df79c79a7e&_price=1585&_display=1#duration=7&start=2022-08-20&changeover=6
Bridgend Cottage,891,was £1307,"Eastby near Embsay, Yorkshire Dales - South",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Yorkshire-Dales-South-Eastby/Bridgend-Cottage-1023969.html?_hsearch=220406624df79c80713&_price=891&_display=1#duration=7&start=2022-08-19&changeover=5
Tamaura Lodge,1348,was £1874,"Pentney near King's Lynn, Norfolk",8,3,Yes,4.2,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Norfolk-Pentney-Lakes-Leisure-Park/Tamaura-Lodge-1062454.html?_hsearch=220406624df79c8294b&_price=1348&_display=1#duration=7&start=2022-08-20&changeover=6
3 Lowerbourne Terrace,1022,was £1456,"Porlock, Somerset",6,3,Yes,4.4,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Porlock/3-Lowerbourne-Terrace-1039481.html?_hsearch=220406624df79c87e63&_price=1022&_display=1#duration=7&start=2022-08-19&changeover=5
Bluebell Cottage,996,was £1230,"Tideswell, Peak District & Derbyshire Dales",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-Peak-District-Derbyshire-Dales-Town-End/Bluebell-Cottage-1019052.html?_hsearch=220406624df79c8b806&_price=996&_display=1#duration=7&start=2022-08-19&changeover=5
Rose Cottage,827,was £1134,"Bridport, Dorset",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Higher-Sturthill-Fm/Rose-Cottage-1018792.html?_hsearch=220406624df79c8ef2d&_price=827&_display=1#duration=7&start=2022-08-19&changeover=5
Oak Lodge,712,was £987,"Glasshouse, Gloucestershire",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Gloucestershire-May-Hill/Oak-Lodge-1073898.html?_hsearch=220406624df79c93dad&_price=712&_display=1#duration=7&start=2022-08-19&changeover=5
Grange Farmhouse,1742,was £2411,"Hainford near Coltishall, Norfolk",10,5,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Norfolk-Waterloo/Grange-Farmhouse-906246.html?_hsearch=220406624df79c9945a&_price=1742&_display=1#duration=7&start=2022-08-19&changeover=5
Cooper's Cottage,741,was £1028,"Odder near Lincoln, Lincolnshire",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lincolnshire-Lincoln/Coopers-Cottage-22319.html?_hsearch=220406624df79c9b89d&_price=741&_display=1#duration=7&start=2022-08-19&changeover=5
Seanicview Lodge,1509,was £2088,"St. Ann's Chapel, Cornwall, Cornwall",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Honicombe/Seanicview-Lodge-1049136.html?_hsearch=220406624df79c9db31&_price=1509&_display=1#duration=7&start=2022-08-20&changeover=6
Cedar Lodge,4256,,"Carbis Bay, Cornwall",8,4,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Carbis-Bay/Cedar-Lodge-971526.html?_hsearch=220406624df79ca2354&_price=4256&_display=1#duration=7&start=2022-08-19&changeover=5
Carr Cottage,672,was £931,"Boynton near Bridlington, North York Moors & Coast",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Spa-The/Carr-Cottage-4339.html?_hsearch=220406624df79da65ea&_price=672&_display=1#duration=7&start=2022-08-20&changeover=6
Southport Coach House,724,was £903,"Southport, Cumbria & The Lake District",5,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Blowick/Southport-Coach-House-23051.html?_hsearch=220406624df79dab7c9&_price=724&_display=1#duration=7&start=2022-08-19&changeover=5
1 Kentholme,733,was £1085,"Grange-Over-Sands, Cumbria & The Lake District",5,3,No,3.8,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Grange-Over-Sands/1-Kentholme-1014820.html?_hsearch=220406624df79db034d&_price=733&_display=1#duration=7&start=2022-08-19&changeover=5
Artisan Hall,2152,was £3069,"Toddington, Gloucestershire",8,4,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Gloucestershire-Manor/Artisan-Hall-1091145.html?_hsearch=220406624df79db5d23&_price=2152&_display=1#duration=7&start=2022-08-19&changeover=5
Usherwoods Dairy,2225,was £3087,"Tatham, Bentham near Settle, Yorkshire Dales - South",8,5,Yes,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Maiden-Bridge/Usherwoods-Dairy-1963.html?_hsearch=220406624df79dbb8df&_price=2225&_display=1#duration=7&start=2022-08-19&changeover=5
Corner Cottage,780,was £1068,"Tideswell, Peak District & Derbyshire Dales",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-Peak-District-Derbyshire-Dales-Tideswell/Corner-Cottage-931731.html?_hsearch=220406624df79dc0655&_price=780&_display=1#duration=7&start=2022-08-19&changeover=5
Sunny Bank,1127,was £1554,"Babbacombe, Devon",6,3,No,4.6,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Babbacombe/Sunny-Bank-998789.html?_hsearch=220406624df79dd620e&_price=1127&_display=1#duration=7&start=2022-08-20&changeover=6
Norton Cottage,1629,,"Craven Arms, Shropshire",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Shropshire-New-Ho-Fm/Norton-Cottage-1050151.html?_hsearch=220406624df79de6ddb&_price=1629&_display=1#duration=7&start=2022-08-23&changeover=2
Hazeldene,1582,was £2592,"Sleights, North York Moors & Coast",8,4,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Sleights/Hazeldene-1060878.html?_hsearch=220406624df79deb7ab&_price=1582&_display=1#duration=7&start=2022-08-19&changeover=5
The Forge,812,was £1189,"Allendale, Northumberland",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Wentworth-Place/The-Forge-1049113.html?_hsearch=220406624df79def871&_price=812&_display=1#duration=7&start=2022-08-19&changeover=5
Eden House,2965,,"Edenhall near Penrith, Cumbria & The Lake District",14,6,No,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Edenhall/Eden-House-925455.html?_hsearch=220406624df79df41e8&_price=2965&_display=1#duration=7&start=2022-08-19&changeover=5
Salty Fox,1245,was £1729,"Whitby, North York Moors & Coast",7,4,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Whitby/Salty-Fox-1011163.html?_hsearch=220406624df79e03c6d&_price=1245&_display=1#duration=7&start=2022-08-20&changeover=6
72 Prospect Terrace,1029,was £1477,"Newton Abbot, Devon",4,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Newton-Abbot/72-Prospect-Terrace-1081716.html?_hsearch=220406624df79e0768a&_price=1029&_display=1#duration=7&start=2022-08-19&changeover=5
The Coach House,957,was £1316,"Temple Sowerby near Appleby-in-Westmorland, Cumbria & The Lake District",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Julian-Bower/The-Coach-House-1055902.html?_hsearch=220406624df79e0bbb1&_price=957&_display=1#duration=7&start=2022-08-19&changeover=5
Rose Hips Barn,1464,was £2177,"Wheelton, Cumbria & The Lake District",8,4,Yes,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Heapey/Rose-Hips-Barn-968773.html?_hsearch=220406624df79e11b47&_price=1464&_display=1#duration=7&start=2022-08-19&changeover=5
Swallow,1104,was £1522,"Berwick St. John near Ludwell, Dorset",5,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Berwick-St-John/Swallow-1046234.html?_hsearch=220406624df79e2266b&_price=1104&_display=1#duration=7&start=2022-08-19&changeover=5
8 Heatons Bridge Road,624,was £864,"Scarisbrick, Cumbria & The Lake District",4,2,No,4.9,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Heatons-Bridge/8-Heatons-Bridge-Road-1084470.html?_hsearch=220406624df79e2600e&_price=624&_display=1#duration=7&start=2022-08-20&changeover=6
Penthouse,1004,was £1240,"Minehead, Somerset",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Strand-The/Penthouse-1004629.html?_hsearch=220406624df79e37af2&_price=1004&_display=1#duration=7&start=2022-08-19&changeover=5
Ryecroft,980,was £1348,"Talkin near Brampton, Cumbria, Cumbria & The Lake District",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Talkin/Ryecroft-1085113.html?_hsearch=220406624df79e3b539&_price=980&_display=1#duration=7&start=2022-08-20&changeover=6
The Blue House at Magnolia Lake,1279,was £1672,"Mamhead near Dawlish, Devon",5,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Westley-Manor-Fm/The-Blue-House-at-Magnolia-Lake-1060804.html?_hsearch=220406624df79e3fd4d&_price=1279&_display=1#duration=7&start=2022-08-20&changeover=6
Seaside House,3469,was £4892,"Weymouth, Dorset",12,6,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Weymouth/Seaside-House-1071940.html?_hsearch=220406624df79f5050e&_price=3469&_display=1#duration=7&start=2022-08-19&changeover=5
Walkers Rest,995,was £1360,"Windermere, Cumbria & The Lake District",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Windermere/Walkers-Rest-972565.html?_hsearch=220406624df79f54965&_price=995&_display=1#duration=7&start=2022-08-19&changeover=5
Northview Cottage,996,was £1230,"Macclesfield, Peak District & Derbyshire Dales",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-North-Wales-Snowdonia-Kerridge-Hill/Northview-Cottage-1024116.html?_hsearch=220406624df79f698eb&_price=996&_display=1#duration=7&start=2022-08-19&changeover=5
Lily Cottage,1262,was £1753,"Rye, Sussex",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Kent-Rye/Lily-Cottage-983611.html?_hsearch=220406624df79f71438&_price=1262&_display=1#duration=7&start=2022-08-20&changeover=6
